EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
681566,CASTRO CO.,DIMMITT MUNI ARPT,04/14/2017,1736,EF3,0,0,1000000,0,TX,CST-6, ,113740,C,69,LUB,0,0,NWS Storm Survey, ,3.55,1936,2,W,5,WSW,DIMMITT,34.572,-102.359,34.5305,-102.3957,"An exceptionally large and significant tornado affected areas west of Dimmitt in Castro County. Along with video provided by storm spotters, a NWS storm survey team determined this tornado began just south of Highway 86 about 4 miles southwest of Dimmitt, before quickly assuming a very large wedge formation while moving slowly northeast. This tornado then turned north and northwest, before ending around the intersection of County Roads 511 and 511A. A satellite tornado reportedly accompanied this large tornado, however multiple video sources revealed this was only a satellite funnel. The most significant damage observed by the NWS survey team was found near the intersection of Farm to Market Road 2392 and County Road 510A. Here, a metal systems building was completely destroyed with its remnants lofted several hundred feet to the northwest. Several nearby homes sustained damage up to EF-2 intensity, with some residents riding out the tornado in their shelters. Fortunately, no injuries or fatalities accompanied this 1.1 mile wide tornado. Elsewhere along this large tornado's path, numerous power poles and center pivot irrigation systems were destroyed.","On the afternoon of the 14th, isolated thunderstorms developed along a dryline over far east-central New Mexico and moved into Parmer and Bailey Counties. Mixed layer CAPE reached values on the order of 3000 J/kg by late afternoon, with low level wind shear amplifying by early evening. One of these storms evolved into a slow moving supercell that persisted for almost nine hours and produced at least seven known tornadoes, including an exceptionally large EF-3 tornado near Dimmitt (Castro County) that damaged some homes and destroyed several structures. It is possible that satellite tornadoes accompanied the larger tornado at times, but no definitive evidence to this point was available. After remaining in Castro County for nearly four hours and producing flash flooding north and northwest of Dimmitt, the supercell storm finally accelerated southeast before dissipating over Motley County around 0100 CST on the 15th. A plethora of video evidence was available from numerous storm chasers observing this supercell.",80
683249,VAN ZANDT CO.,BIG ROCK,04/29/2017,1640,EF4,2,20,700000,200000,TX,CST-6, ,114098,C,467,FWD,0,0,NWS Storm Survey, ,13.6,1760,1,NNW,2,NE,WALLACE,32.357,-95.9549,32.5528,-95.9306,"The Henderson County tornado continued into Van Zandt County. A National Weather Service damage survey crew found the start of tornado number three began in Henderson County, approximately 3 miles due south of Eustace. This tornado eventually moved into Van Zandt County, where the storm produced EF4 damage. In  Henderson County, several homes suffered EF2 damage, along with a considerable amount of tree damage and damage to farm buildings. As the storm moved into Van Zandt County, the tornado  grew to a mile wide at the tornado's maximum width. Over 50 homes were either damaged or destroyed, with a continuous path noted between counties.","A deep low pressure system near the Four corners continued to move east, causing early morning thunderstorms to develop along the Texas Panhandle and into Oklahoma. A cold front was moving southeast across the state and entered our northwestern|counties around sunrise. The strength of the cap was sufficient to hamper any development until mid afternoon. Deep forcing for ascent approached from from the west while remnant boundaries associated with convection over far East Texas and West Louisiana moved in from the east. By 3:30 PM, several parameters came together for the rapid development of severe storms east of Interstate 35/35E. Pre-frontal convection led to the development of supercells, producing numerous tornadoes over a relatively small area. Additional storm development quickly developed along the cold front with several reports of large hail, and eventually producing a brief EF-0 Quasi-Linear Convective System (QLCS) tornado (Tornado #7). ||The survey crew teams determined yesterday that there was a nearly 55 mile damage swath, yet found evidence that there were two tornadoes which caused the damage. One tornado began in western Henderson County and moved into central Van Zandt County. This tornado occluded and dissipated, and a second, long track tornado began nearby. This second tornado was the EF-3 which produced damage on the east side of Canton, Fruitvale, Emory, and finally dissipating near Lake Fork. The first tornado had|a track of approximately 12 miles, while the other had a track of nearly 42 miles. ||It is known that four people lost their lives due to these tornadoes, and 59 people were injured.",81
683254,VAN ZANDT CO.,WALTON,04/29/2017,1708,EF3,2,24,600000,20000,TX,CST-6, ,114098,C,467,FWD,0,0,NWS Storm Survey, ,26.51,1760,3,NW,7,NNE,FRUITVALE,32.3991,-95.8756,32.7717,-95.767,"This  tornado began nearly as the last tornado dissipated to the south and west. The parent supercell cycled another tornado about a mile to the east and northeast of the previous storm. This tornado quickly grew to a large tornado, becoming slightly less than one mile wide at its widest point. The tornado was at the strongest near Interstate 20 and FM 17 just north of Canton. The survey crews found continuous damage between Canton and Fruitvale, and then additional damage as far north as Emory, |and Lake Fork. Several homes, businesses, and farm buildings were damaged or destroyed in the 40 mile continuous damage path. This tornado occurred for over an hour, and spanned most of Van Zandt, and nearly all of Rains Counties during the 80 minute track.","A deep low pressure system near the Four corners continued to move east, causing early morning thunderstorms to develop along the Texas Panhandle and into Oklahoma. A cold front was moving southeast across the state and entered our northwestern|counties around sunrise. The strength of the cap was sufficient to hamper any development until mid afternoon. Deep forcing for ascent approached from from the west while remnant boundaries associated with convection over far East Texas and West Louisiana moved in from the east. By 3:30 PM, several parameters came together for the rapid development of severe storms east of Interstate 35/35E. Pre-frontal convection led to the development of supercells, producing numerous tornadoes over a relatively small area. Additional storm development quickly developed along the cold front with several reports of large hail, and eventually producing a brief EF-0 Quasi-Linear Convective System (QLCS) tornado (Tornado #7). ||The survey crew teams determined yesterday that there was a nearly 55 mile damage swath, yet found evidence that there were two tornadoes which caused the damage. One tornado began in western Henderson County and moved into central Van Zandt County. This tornado occluded and dissipated, and a second, long track tornado began nearby. This second tornado was the EF-3 which produced damage on the east side of Canton, Fruitvale, Emory, and finally dissipating near Lake Fork. The first tornado had|a track of approximately 12 miles, while the other had a track of nearly 42 miles. ||It is known that four people lost their lives due to these tornadoes, and 59 people were injured.",82
690881,RUSK CO.,WEYERHAEUSER,05/16/2017,1638,EF3,0,0,420000,0,WI,CST-6, ,114827,C,107,MPX,0,0,NWS Storm Survey, ,41.88,1320,6,WSW,8,SSE,HAWKINS,45.3923,-91.5413,45.4079,-90.6784,"The long-track tornado continued from Barron County into Rusk County and produced EF3 damage in the Conrath area.  It entered Rusk County with an east-northeast track, but shortly thereafter began a gradual turn to the east and barely missed the village of Weyerhaeuser. Soon after passing Weyerhaeuser, it even turned a little toward the east-southeast (this happened at about 45.4063, -91.3583).  The tornado then barely missed the village of Conrath.  North of Conrath, however, the tornado leveled a house, and this is where the EF3 damage took place.  Elsewhere, the tornado destroyed numerous sheds, outbuildings and garages and thousands of trees across the county.  The tornado continued into southwestern Price County where it only produced EF0 damage and dissipated at 18:10 CST at 45.3916, -90.4919.","Severe thunderstorms developed along a warm-front in Southern Minnesota during the afternoon. During the late-afternoon and evening, storms continued to progress eastward and develop over Northwestern Wisconsin. One supercell developed a long-track tornado that traveled 83 miles from 5 miles south of Clayton, WI to 13 miles southeast of Hawkins, WI. This is likely the longest single tornado track in Wisconsin since records began being kept in 1950, as a couple events in May 1953 were very likely multiple tornadoes. There were also numerous reports of very large hail, up to 3 inches in diameter that occurred in a long swath from southwest to Amery, to near Cameron. ||Based on damage assessments through the state of Wisconsin, the total number of residential homes affected in Barron County alone was 160. Of those affected, 75 had minor damage, 45 had major damage, and 40 were destroyed. Total estimated damages were 5.1 million dollars. The total number of businesses affected in Barron County was 6. Of those, 2 had minor damage, and 4 were destroyed. Total estimated damages were 5.0 million dollars. This includes six barns at a Jennie-O turkey farm, located off of Highway SS and north of Highway OO near Chetek's Prairie Lake Estates mobile park, where some were destroyed. There were approximately 25,000 birds lost in the tornado.||In Rusk County, the total number of residential homes was 27. Of those affected, 21 had minor damage, 3 had major damage, and 1 was destroyed. Total estimated damages were $420,000 dollars.",83
688491,BARTON CO.,PAWNEE ROCK,05/16/2017,1914,EF3,0,2,658000,0,KS,CST-6, ,114784,C,9,ICT,0,0,Law Enforcement, ,22.13,300,1,SSW,2,NW,HOISINGTON,38.2613,-98.987,38.546,-98.7999,"This long track tornado moved in from Pawnee County. Law Enforcement reported the tornado just south of the county line near Pawnee Rock and then followed it as it moved to the NE.  The tornado moved through the west side of Pawnee Rock causing sporadic EF1 and isolated EF2 damage to several homes and one school type facility.  The tornado continued to move to the NNE causing EF2 damage to a couple of homes on West Barton County Road.  One residence was a mobile home that lost the far east side of the structure and all roofing material.  One injury was noted at that location as they did not seek shelter.  The home just to the west lost the east half of structure with the occupants seeking refuge in the basement.  Of note, a Ford F-150 was thrown or rolled approximately 75 to hundred yards away from its original location.  Further to the NE, the tornado strengthened considerably as noted by complete destruction of an 1890 farm house.  With the age of the home and no anchoring being present due to the structure resting on cinder blocks along with a lack of debarking, a higher rating could not be justified though the amount of devastation to the structure itself pointed towards a possible higher rating.  Three occupants sought refuge in the basement and were unharmed.  The next door neighbor's home was also considerably damaged with all of the structure being demolished except for one corner section. The tornado then continued to the NE over open country damaging trees and power lines along the way before dissipating NW of Hoisington. A total of 44 parcels were affected. Ten homes were deemed total losses.  The estimated property value losses were estimated at $658,000.","A cyclic supercell thunderstorm produced a long track tornado across portions of Barton county, Kansas.  The tornado initially touched down 3 miles west of Larned, Kansas  (See NWS Dodge City, Kansas narrative for more information on the initial touchdown), traveling northeast, near Pawnee Rock, Kansas to 3 miles west of Great Bend, Kansas to just west of Hoisington, Kansas. The tornado was on the ground for 27 miles with damage rated from EF0 to a high end EF3 (3 miles west of Great Bend, Kansas).  Two minor injuries were reported. Another minor tornado touchdown occurred in open country.",84
747007,CALHOUN CO.,READS MILL,03/19/2018,1923,EF3,0,4,0,0,AL,CST-6, ,124410,C,15,BMX,0,0,NWS Storm Survey, ,20.92,1900,3,SSW,4,E,RABBITTOWN,33.8453,-85.9472,33.8031,-85.5863,"National Weather Service meteorologists surveyed damage in northern Calhoun Calhoun County and determined that the damage was consistent with an EF3  tornado, with maximum sustained winds near 150 mph. The tornado first touched down west of US Highway 431 north of town of Wellington, where it rapidly intensified and widened. It snapped and uprooted numerous trees along US Highway 431. Several homes were damaged by the falling trees. The tornado proceeded eastward across Websters Road and Broughton Road with scattered tree damage. As the tornado crossed Old Sulphur Springs Road, two homes were damaged with scores of trees snapped or uprooted. At Angel Station Road, the tornado filled the valley from one side to the other and caused extensive tree and home damage. An electrical transmission tower line was toppled at this point, but it was believed that flying debris compromised the structure. The tornado continued eastward and destroyed the sanctuary at West Point Baptist Church. Additional structures were severely damaged at the church. The tornado entered the City of Jacksonville where it gained strength into the EF3 category, with winds around 140 mph. It removed most of the roof and the top floor of two buildings in an apartment complex. The tornado affected the entire campus of Jacksonville State University. Several buildings sustained significant damage. The most intense winds remained north of the campus however, mowing down trees and causing direct damage to homes. As the tornado crossed Highway 21, it caused caused major damage to the Merrill Building. It then moved into a highly populated zone, where scores of homes suffered major damage and rendered uninhabitable. The tornado maintained its strength as it crossed Choccolocco Mountain, and winds funneled up the valley uprooting or snapping trees. It caused major damage to a number of homes on the mountainside. Damaged continued all the way up to just south of the peak of the mountain. As the tornado moved down the eastern side of Choccolocco Mountain, it narrowed substantially and became stronger once it reached the valley below. Stands of trees were wiped out with trunks snapped relatively close to ground level. Perhaps the most intense damage along the entire track occurred along Hollingsworth Road, where a site built home was completely destroyed with only a portion of one interior wall left standing. Debris from this home was blown downstream across a field with some evidence of wind rowing. Hay bales adjacent to the home, estimated at 800 pounds each, were thrown up to 300 yards to the east. Maximum winds at this location were estimated at 150 mph. The tornado continued east-southeast and downed thousands of trees in the Talladega National Forest and crossed into Cleburne County just south of County Road 534.","Six tornadoes and hail up to 3 inches in diameter affected the northern areas of Central Alabama on the afternoon and evening hours of March 19th, with a rare PDS (Particularly Dangerous Situation) Tornado Watch issued for a large portion of Central Alabama. An environment favorable for significant severe thunderstorms developed as a low-amplitude upper-level trough moved into the region with a deepening surface low passing across far north Alabama.  These two features resulted in a deep column of strong wind shear with 0-6km Bulk Shear values of 60-70 knots. Additionally, moist southerly flow, warm surface temperatures, and colder temperatures aloft yielded a moderately unstable air mass. Initially, thunderstorms were producing large to very large hail. However, the tornado threat increased in the late afternoon and evening hours as wind speeds at low levels increased with the arrival of a low-level jet.",85
748630,AMHERST CO.,DILLARD,04/15/2018,1808,EF3,0,7,4300000,0,VA,EST-5, ,123442,C,9,RNK,0,0,NWS Storm Survey, ,10.7,400,2,WSW,3,SW,SARDIS,37.4586,-79.1838,37.606,-79.163,"This is the third and final segment of a tornado that touched down just south of Waterlink Road near Timberlake in Campbell County at 6:00 PM EST. The tornado crossed through the independent city of Lynchburg and eventually tracked over the James River into Amherst County at 6:08 PM EST.  This was only the third EF3 tornado to occur in the NWS Blacksburg forecast since 1950, and was the longest track tornado within the state of Virginia for the NWS Blacksburg forecast area. The tornado reached its peak intensity with estimated maximum winds of 150 MPH as it crossed Route 130 and entered the town of Elon.  A total of 166 homes suffered damage, and 22 of those homes were considered a total loss.  A motor home was carried about thirty feet and tipped over.  The hardest hit locations were along Nottaway Drive and Deerfield Drive.  Seven people were injured and taken to the hospital from Elon.  As the tornado continued north-northeastward out of Elon, it snapped or uprooted hundreds of trees and caused more minor roof damage to homes.  At 6:25 PM EST, the tornado finally lifted as it began to head up Shady Mountain Ridge, which is about five and a half miles west-northwest of Amherst.","A strong cold front with a negatively-tilted upper level trough approached southwest Virginia.  Plenty of wind shear with modest instability made conditions ripe for large hail, damaging winds, and tornadoes.  The thunderstorms ahead of the cold front became strong enough to produce six tornadoes across portions of southwest Virginia.  While the first tornado originally formed in Caswell County of North Carolina and crossed into Virginia, the other five all touched down in Virginia.  These tornadoes caused significant damage within the cities of Danville and Lynchburg and within the town of Elon in Amherst County.  It is the first time ever since storm data records began in 1950 that a tornado struck inside the city limits of Lynchburg.",86
743852,OTTAWA CO.,TESCOTT,05/01/2018,1844,EF3,0,0,0,0,KS,CST-6, ,123943,C,143,TOP,0,0,NWS Storm Survey, ,14.18,880,5,S,2,WSW,MINNEAPOLIS,38.9447,-97.8836,39.1244,-97.7559,"A strong tornado developed in far northwestern Saline county Kansas around 744pm CDT and moved northeast into Ottawa County doing damage to several structures including a single family home.  The tornado was well documented by numerous chasers and become wide with multiple vortices noted on video.  The lack of DIs in this part of Kansas can be a challenge when it comes to rating tornadoes and using the traditional methodology of DIs yielded a EF3 rating.  The tornado dissipated just to the southwest of Minneapolis, KS around 810 pm CDT.",Supercell T-storms developed across north central Kansas during the late afternoon on May 1.  The supercells produced at least 4 documented tornadoes including a strong tornado in Ottawa county near Tescott Kansas.  No injuries occurred with any of the storms.,87
749050,CAMPBELL CO.,(GCC)GILLETTE ARPT,06/01/2018,1241,EF3,0,2,0,0,WY,MST-7, ,124854,C,5,UNR,0,0,NWS Storm Survey, ,3.76,200,9,W,5,W,(GCC)GILLETTE ARPT,44.329,-105.711,44.352,-105.642,"This tornado touched down about ten miles west-northwest of downtown Gillette. It was on the ground for about 11 minutes over the Oriva Hills subdivision. The tornado destroyed and damaged numerous homes and outbuildings, rolled vehicles, and snapped electrical transmission poles and trees. Top wind speeds were estimated at 136 mph, so the tornado was rated as an EF-3.","A supercell thunderstorm tracked east-northeast across central Campbell County. As the storm approached Gillette, it produced multiple tornadoes. A storm survey, along with photos and video, determined that four tornadoes occurred just west and north of Gillette. The largest tornado was on the ground for about ten minutes and briefly reached EF-3 strength as it tracked about ten miles west-northwest of Gillette. There were two injuries, with significant damage to numerous buildings and homes along its path.",88
785903,ALBANY CO.,WYOMING,06/06/2018,1643,EF3,0,0,0,0,WY,MST-7, ,128903,C,1,CYS,0,0,NWS Storm Survey, ,11.3,600,2,WSW,9,ENE,HOWELL,41.469,-105.676,41.469,-105.46,"An isolated supercell thunderstorm developed a tornado three to four miles west of Highway 30. The tornado continued an eastward track and intensified rapidly over the mainly open fields. Numerous wooden power poles were snapped along County Road 121, along with several galvanized steel utility poles, which were bent 90 degrees at the base. Grass was scoured out of the ground in a wide swath approximately one third of a mile in width near the intersection of County Road 121 and Cattle drive. The observed tornado continued east into the Laramie Range near King Mountain Road.","Thunderstorms generated large hail over parts of Niobrara and Goshen counties in addition to a well photogenic tornadic supercell over Albany County. Two tornadoes, the parent and a satellite, were confirmed by photos from storm chasers and official NWS Storm Survey. The parent tornado was rated as an EF-3 while the satellite was rated as an EF-2. Some residential damage was caused by the satellite tornado including the lifting off the foundation of a attached garage. The parent EF-3 tornado bent galvanized steel utility poles 90 degrees at base.",89
757551,GREENWOOD CO.,EUREKA,06/26/2018,1818,EF3,0,8,13690000,0,KS,CST-6, ,126014,C,73,ICT,0,0,NWS Storm Survey, ,9.15,500,1,SW,6,S,HAMILTON,37.8115,-96.3084,37.8956,-96.1789,"A large circulation around tree top level moved into the southwest side of town causing minimal damage initially to trees and one business, before descending fully to the ground, as it moved northeast across town.  The tornado fully came down to the ground, on the northeast side of town, intensifying, and causing significant damage to homes and businesses.  The worst damage, rated EF-3, occurred just south of the high school, with one home having only interior walls remaining standing.   Eight injuries were reported due to the tornado, with three of the injuries occurring in one house.","A few thunderstorms developed in Central Kansas in the morning, primarily over Barton County where golf ball-sized hail was reported 5 miles south/southwest of Great Bend. That afternoon and evening, the severe thunderstorms increased considerably as a weak cold front moved across South-Central and Southeast Kansas into a moisture-rich environment. Both large hail, which at times was very large, was the primary severe weather mode early in the event while damaging winds were the dominant mode as the event progressed. One rapidly developing thunderstorm did produce a strong tornado over Greenwood County that touched down on the southwest side of Eureka.  The tornado tore a path through town from southwest to northeast, producing EF3 damage on the northeast side of town.  Eight injuries occurred with the tornado but fortunately none were life-threatening.",90
765197,HARDING CO.,CAMP CROOK,06/28/2018,1920,EF3,0,0,0,0,SD,MST-7, ,126251,C,63,UNR,0,0,NWS Storm Survey, ,3.59,900,10,SSW,7,S,CAMP CROOK,45.4092,-104.0405,45.4475,-103.9904,"The tornado started south of Capitol, Montana and crossed the state line into South Dakota approximately ten miles south-southwest of Camp Crook. The tornado produced considerable tree and structural damage west of South Camp Crook Road. It also lifted and destroyed some farm machinery, including a five-ton tractor that was found a few miles northwest in Montana. East of Camp Crook Road, a large farm outbuilding was destroyed and its foundation was extracted from the ground and broken apart. The tornado was rated an EF-3 with peak wind speeds estimated around 136 mph.","A tornadic thunderstorm tracked east-northeast from Montana across Harding County during the evening. The storm produced several tornadoes, including four in Harding County. The largest of the tornadoes was rated EF-3 and caused significant damage at a couple of ranches.",91
766071,MARION CO.,PELLA,07/19/2018,1501,EF3,0,13,120000000,4500,IA,CST-6, ,127704,C,125,DMX,0,0,NWS Storm Survey, ,5.11,800,3,N,3,ESE,PELLA,41.4602,-92.9371,41.4053,-92.871,"Tornado developed about 3 miles north of Pella and moved southeast for its entire length.  The tornado initially remained in rural areas just north and northeast of the town producing crop, tree and minor structural damage to houses.  The tornado began to intensify just northeast of town and shifted a house off of its foundation.  The tornado then encountered the Vermeer facility on the east side of town producing EF3 damage to one of the large buildings along with tossing numerous cars about the facility.  13 injuries occurred at the Vermeer facility with 6 requiring transport to the hospital.  The tornado then turned slightly eastward before passing into Mahaska county.","A setup for some rotating storms was in place over much of central and southern Iowa. A low pressure system situated northwest of the state slid to the northeast throughout the day, eventually moving into western and central Minnesota. Given its fairly mature frontal situation, an occluded front dropped into northwest Iowa with the warm front extending E/SE from central Iowa and the cold front dropping back to the SW. At the surface within the warm sector observations were favorable with temperatures into the mid 80s and dew points in the low to mid 70s. Looking in more detail, lifted condensation levels were quite low with values under 750 meters, MUCAPE values were modest in the 1000-3000 J/kg range, effective bulk shear was in excess of 40 kts, and effective storm relative helicity was around 200 m2/s2 to name a few. Resulting composite indices correctly highlighted an increased chance for supercells and tornadic potential as seen with supercell composite values in excess of 12 and significant tornado parameter values in the 3 to 5 range in the afternoon. All of which taking into account the general setup, understandably unable to account for storms potentially tapping into additional shear and helicity generated from rooting themselves along outflow boundaries. ||The result was a sizable tornado outbreak across Iowa, including more than a dozen confirmed tornadoes. The tornadoes of most note occurred in the NE Des Moines Metro (specifically Bondurant), Pella, and Marshalltown. The Bondurant area actually experienced two tornadoes, which were concurrently on the ground, but fortunately only one actually caused damage (EF2) within town. The Pella tornado tacked on the north side of town, directly hitting the Vermeer plant, causing EF3 damage. The Marshalltown tornado entered the town from the NW and tracked into the downtown area before exiting and weakening east of town. Widespread damage was experienced in Marshalltown including to the Lennox plant and the County Courthouse.  All in all, while numerous injuries were experienced and millions of dollars of damage, no direct fatalities were reported from the tornadoes.",92
766075,MARSHALL CO.,MARIETTA,07/19/2018,1524,EF3,0,22,200000000,4000,IA,CST-6, ,127704,C,127,DMX,1,0,NWS Storm Survey, ,8.41,1200,1,W,3,E,MARSHALLTOWN,42.0829,-93.0275,42.0452,-92.8717,"This tornado developed northwest of Marshalltown west of the little hamlet of Marietta.  The tornado traveled southeast on the western side of the Iowa River producing extensive crop and tree damage.  The tornado strengthened quickly and took on a wedge appearance as it entered northwest Marshalltown.  The tornado tracked more easterly as it entered town producing widespread EF1 and EF2 damage.  The tornado went directly through the business district of Marshalltown with EF2 and EF3 damage to many structures including the county courthouse which lost the spire off the clock tower.  The tornado continued east through housing areas before encountering the Lennox plant on the east side of town, producing EF3 damage once again.  The tornado began to weaken rapidly after this point and dissipated near power plant located on the east side of town.  The tornado produced a total of 22 direct injuries. An additional indirect injury resulted during the clean-up of storm debris when a tree fell on a man.","A setup for some rotating storms was in place over much of central and southern Iowa. A low pressure system situated northwest of the state slid to the northeast throughout the day, eventually moving into western and central Minnesota. Given its fairly mature frontal situation, an occluded front dropped into northwest Iowa with the warm front extending E/SE from central Iowa and the cold front dropping back to the SW. At the surface within the warm sector observations were favorable with temperatures into the mid 80s and dew points in the low to mid 70s. Looking in more detail, lifted condensation levels were quite low with values under 750 meters, MUCAPE values were modest in the 1000-3000 J/kg range, effective bulk shear was in excess of 40 kts, and effective storm relative helicity was around 200 m2/s2 to name a few. Resulting composite indices correctly highlighted an increased chance for supercells and tornadic potential as seen with supercell composite values in excess of 12 and significant tornado parameter values in the 3 to 5 range in the afternoon. All of which taking into account the general setup, understandably unable to account for storms potentially tapping into additional shear and helicity generated from rooting themselves along outflow boundaries. ||The result was a sizable tornado outbreak across Iowa, including more than a dozen confirmed tornadoes. The tornadoes of most note occurred in the NE Des Moines Metro (specifically Bondurant), Pella, and Marshalltown. The Bondurant area actually experienced two tornadoes, which were concurrently on the ground, but fortunately only one actually caused damage (EF2) within town. The Pella tornado tacked on the north side of town, directly hitting the Vermeer plant, causing EF3 damage. The Marshalltown tornado entered the town from the NW and tracked into the downtown area before exiting and weakening east of town. Widespread damage was experienced in Marshalltown including to the Lennox plant and the County Courthouse.  All in all, while numerous injuries were experienced and millions of dollars of damage, no direct fatalities were reported from the tornadoes.",93
783123,CONVERSE CO.,DOUGLAS,07/28/2018,1450,EF3,0,0,0,0,WY,MST-7, ,130870,C,9,CYS,0,0,NWS Storm Survey, ,4.44,350,10,SW,11,WSW,IRVINE,42.6452,-105.5134,42.5841,-105.4862,"The first observed evidence of the tornado was near Rattlesnake Hill just north of Wagonhound Road.  The tornado moved to the south and quickly grew stronger.  The NWS survey team continued to investigate some video evidence that the tornado may have been on the ground prior to Rattlesnake Hill.  The tornado snapped several trees and power poles along Wagonhound Road, and blew several large rolls of hay nearly 300 yards from a large hay bale stack.   The tornado intensified as it moved south toward a ranch, reaching EF3 intensity through the barn and residence, destroying several buildings and causing significant damage to the ranch house.  The ranch house had large sections of roof structure removed, and a quonset hut tractor storage area just west of the house was destroyed.  Two large utility trailers weighing several thousand pounds were lofted and had not been located, with the exception of one axel set.  Large cottonwood trees were stripped of all vegetation with just the largest limbs near the center of the trees remaining intact.  The tornado continued south-southeast before lifting in the vicinity of Poison Lake.  Start and end and locations and times of the tornado were estimated from eyewitness accounts and radar data.","Thunderstorms produced large hail, damaging winds and a couple tornadoes over portions  of Converse and Platte counties.",94
795053,CHRISTIAN CO.,PALMER,12/01/2018,1701,EF3,0,22,118900000,0,IL,CST-6, ,132864,C,21,ILX,0,0,NWS Storm Survey, ,12.49,900,3,SSE,2,N,TAYLORVILLE,39.414,-89.395,39.5784,-89.2976,"A tornado touched down about 3.2 miles east-southeast of Morrisonville at 5:01 PM CST.  It hit a farmstead, destroying 3 barns and severely damaging 4 other out buildings.  The tornado was rated EF2 at this location with maximum wind speeds of 112 mph. The tornado continued moving northeastward, hitting several other outbuildings and snapping trees. The tree and outbuilding damage was classified as EF1 damage with wind speeds of 100-110mph. As the tornado continued to the northeast it snapped more large trees and then hit a log home, removing 25-50% of the roof material. It also snapped many other trees on this property and destroyed a couple of small outbuildings, throwing the debris northward into a field. The tornado was rated EF2 at this location with wind speeds of 115mph. The tornado continued northeastward and moved into a wooded area, snapping and uprooting hundreds of trees along its path. It then curved north-northeastward and moved into Hewittville, a small community on the southern edge of Taylorville. Here the tornado destroyed or severely damaged multiple houses. The first house the tornado hit lost most exterior walls and the entire roof, except for the roof over the attached garage, which was on the north side of the house. It also destroyed a second garage on the property and then completely destroyed a mobile home across the street. The tornado was rated EF3 with wind speeds around 150mph at this location. The tornado continued north-northeastward, destroying a barn, pushing an unanchored home off its foundation and completely destroying another mobile home. This mobile home was partially anchored by wood posts set in slots on a concrete foundation over a basement and crawl space. The resident of this home was badly injured and was found unconscious, trapped under debris in the crawl space. The tornado was rated EF3 with wind speeds of 140mph at this location. As the tornado continued, it snapped and uprooted many more trees and took down power lines and power poles. Many more homes were damaged, to a lesser extent than the first few on the south end of town, with some damage to the homes coming from trees or tree branches falling on the homes. As the tornado moved into the northern part of Hewittville, the wind speeds seemed to increase, completely destroying another home and destroying a large, old building that had been part of an old rail-yard. The tornado also damaged other homes and garages in this area. The tornado was rated EF3 with wind speeds of 155mph at this location. As the tornado tracked north-northeastward, it moved into Taylorville, taking down more trees, power lines/poles, and damaging multiple houses. Several homes lost roofs and garages. The tornado continued through Taylorville damaging other homes and several businesses on West Spresser St. and was rated EF2 with wind speeds of 120-125mph at this point. As the tornado crossed Hwy 29 into the northern part of town, it weakened considerably, with the damage becoming less severe and more sporadic.  The tornado dissipated 1.8 miles north of Taylorville at 5:25 PM CST.  In total, the tornado impacted 506 structures...including major damage to 61 homes and 7 businesses and complete destruction of 28 homes.  Total damage was estimated at $118.9 million.","An historic tornado outbreak occurred across Illinois on December 1st, with a total of 29 tornadoes touching down across the central part of the state.  This made it the largest December tornado outbreak in the state of Illinois since 1957, and the third largest tornado outbreak across Illinois in any month since 1950.  Within the National Weather Service Lincoln County Warning Area (CWA), 20 tornadoes touched down...with the most significant being an EF-3 tornado that tore through the city of Taylorville in Christian County.  Despite several communities being directly impacted and experiencing major damage, there were no fatalities reported.  The severe weather was caused by a deep area of low pressure that tracked from eastern Kansas into north-central Illinois.  Warm air surging northward ahead of the low allowed temperatures to soar into the upper 50s and lower 60s, resulting in a narrow corridor of Convective Available Potential Energy (CAPE) values of 500-1000J/kg ahead of an approaching occluded front.  Thanks to ample low-level wind shear, numerous supercell thunderstorms developed within the instability axis by mid to late afternoon.  Many of the storms produced tornadoes over the next several hours before the storms gradually weakened by mid-evening.",95
